ticker,isin,name,issuer,instrument_type,instrument_subtype,currency,catalog_url,instrument_url,is_active,capture_status,history_status,chart_status,error_reason,data_points,actual_start,actual_end,coverage_days,coverage_percent,insufficient_history,screenshot_path
BTDVb2,,Казахстанская Жилищная Компания,Казахстанская Жилищная Компания,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTDVb2,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTDVb3,,Казахстанская Жилищная Компания,Казахстанская Жилищная Компания,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTDVb3,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTDVb4,,Казахстанская Жилищная Компания,Казахстанская Жилищная Компания,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTDVb4,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTDVb5,,Казахстанская Жилищная Компания,Казахстанская Жилищная Компания,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTDVb5,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTDVb6,,Казахстанская Жилищная Компания,Казахстанская Жилищная Компания,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTDVb6,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTDVb7,,Казахстанская Жилищная Компания,Казахстанская Жилищная Компания,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTDVb7,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTLZb1,,Аль Сакр Финанс,Аль Сакр Финанс,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTLZb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTRKb1,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb1,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb10,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb10,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb11,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb11,True,PENDING,PARTIAL,DATA_READY,,57,2025-09-09T19:00:00,2026-08-26T19:00:00,57,22.98,True,
BTRKb12,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb12,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTRKb13,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb13,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTRKb14,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb14,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTRKb15,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb15,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb16,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb16,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb17,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb17,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTRKb18,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb18,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTRKb19,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb19,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTRKb2,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb2,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb20,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb20,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTRKb21,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb21,True,PENDING,PARTIAL,DATA_READY,,12,2025-12-28T19:00:00,2026-08-24T19:00:00,12,4.84,True,
BTRKb22,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb22,True,PENDING,PARTIAL,DATA_READY,,10,2026-04-02T19:00:00,2026-08-13T19:00:00,10,4.03,True,
BTRKb23,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb23,True,PENDING,PARTIAL,DATA_READY,,15,2025-12-28T19:00:00,2026-08-26T19:00:00,15,6.05,True,
BTRKb24,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb24,True,PENDING,PARTIAL,DATA_READY,,17,2026-04-05T19:00:00,2026-08-25T19:00:00,17,6.85,True,
BTRKb25,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb25,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTRKb26,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb26,True,PENDING,PARTIAL,DATA_READY,,27,2025-12-16T19:00:00,2026-08-23T19:00:00,27,10.89,True,
BTRKb27,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb27,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTRKb28,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb28,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb29,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb29,True,PENDING,PARTIAL,DATA_READY,,2,2026-03-09T19:00:00,2026-08-04T19:00:00,2,0.81,True,
BTRKb3,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb3,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb30,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb30,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb31,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb31,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb32,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb32,True,PENDING,PARTIAL,DATA_READY,,3,2026-05-19T19:00:00,2026-08-04T19:00:00,3,1.21,True,
BTRKb33,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb33,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb34,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb34,True,PENDING,PARTIAL,DATA_READY,,1,2026-08-17T19:00:00,2026-08-17T19:00:00,1,0.4,True,
BTRKb4,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb4,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb5,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb5,True,PENDING,PARTIAL,DATA_READY,,31,2026-04-12T19:00:00,2026-08-27T19:00:00,31,12.5,True,
BTRKb6,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb6,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKb7,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb7,True,PENDING,PARTIAL,DATA_READY,,28,2025-09-09T19:00:00,2026-08-24T19:00:00,28,11.29,True,
BTRKb8,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb8,True,PENDING,PARTIAL,DATA_READY,,221,2025-08-27T19:00:00,2026-08-26T19:00:00,221,89.11,True,
BTRKb9,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKb9,True,PENDING,PARTIAL,DATA_READY,,14,2026-02-24T19:00:00,2026-08-20T19:00:00,14,5.65,True,
BTRKe1,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKe1,True,PENDING,PARTIAL,DATA_READY,,6,2025-11-04T19:00:00,2026-08-27T19:00:00,6,2.42,True,
BTRKe2,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKe2,True,PENDING,PARTIAL,DATA_READY,,22,2025-10-07T19:00:00,2026-08-16T19:00:00,22,8.87,True,
BTRKe3,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKe3,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKe4,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKe4,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKe5,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKe5,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKe6,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKe6,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTRKe6_,,"Национальный инвестиционный холдинг ""Байтерек""","Национальный инвестиционный холдинг ""Байтерек""",bond,corporate,USD,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTRKe6_,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BTTRb1,,Батыс транзит,Батыс транзит,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTTRb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BTVFpp1,,Baiterek Venture Fund,Baiterek Venture Fund,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BTVFpp1,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BUZAb1,,Бузгул Аурум,Бузгул Аурум,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BUZAb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BVTBb1,,Банк ВТБ Казахстан,Банк ВТБ Казахстан,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BVTBb1,False,UNAVAILABLE,UNAVAILABLE,NO_CHART,INSTRUMENT_DELISTED,0,,,0,0.0,True,
BVTBb10,,Банк ВТБ Казахстан,Банк ВТБ Казахстан,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BVTBb10,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BVTBb11,,Банк ВТБ Казахстан,Банк ВТБ Казахстан,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BVTBb11,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BVTBb12,,Банк ВТБ Казахстан,Банк ВТБ Казахстан,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BVTBb12,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
BVTBb13,,Банк ВТБ Казахстан,Банк ВТБ Казахстан,bond,corporate,KZT,https://kase.kz/api/instruments/securities/?sec_type=bond,https://kase.kz/ru/investors/bonds/BVTBb13,True,PENDING,UNAVAILABLE,NO_HISTORY,NO_PUBLIC_HISTORY,0,,,0,0.0,True,
